Sl No.,BRCODE,BRANCHNAME,INVOICE,GSTIN,INV_DATE, CHARGE ,CGST,SGST,IGST,POS,LOS,Check,Cat,NT_DATE,NT_NO,RATE,HSN,Nil_Type,NT_AMT,NT_CGST,NT_SGST,NT_IGST,client_gstin,fp
73,376,ADC,CSBKUPI106200074,08AACAR0020J1ZW,30-Jun-20,26.65,0.00,0.00,4.80,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
6,376,ALTERNATE DELIVERY CHANNELS,0376166201000205,08EGUPS6525N1Z8,16-Jun-2020,8,0,0,1.5,08,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
78,293,ATM,CSBKNFS106200078,09AAAAC0914A1ZJ,30-Jun-20,55.00,0.00,0.00,9.90,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
292,293,ATM,CSBKNFS106200292,09AAAAS3251Q1Z2,30-Jun-20,15.00,0.00,0.00,2.70,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
381,293,ATM,CSBKNFS106200381,09AAAAZ1934F1ZG,30-Jun-20,15.00,0.00,0.00,2.70,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
1423,9999,ALTERNATE DELIVERY CHANNELS,0376176200031205,09AAACO4007A1Z3,17-Jun-20,11459.99,0,0,2063,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
26,376,ADC,CSBKIMPS06200026,09AAAJB1748G1ZF,30.06.2020,4.00,0.00,0.00,0.72,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
79,376,ADC,CSBKIMPS06200079,09AAAJB1748G1ZF,30.06.2020,30.00,0.00,0.00,5.40,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
263,293,ATM,CSBKNFS106200263,09AAAJB1748G1ZF,30-Jun-20,240.00,0.00,0.00,43.20,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
21,376,ADC,CSBKUPI106200021,09AAAJB1748G1ZF,30-Jun-20,4.80,0.00,0.00,0.86,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
91,376,ADC,CSBKUPI106200092,09AAAJB1748G1ZF,30-Jun-20,10.00,0.00,0.00,1.80,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
380,293,ATM,CSBKNFS106200380,09AAATG0597N1Z6,30-Jun-20,155.00,0.00,0.00,27.90,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
382,293,ATM,CSBKNFS106200382,09AAATZ0343F1ZK,30-Jun-20,15.00,0.00,0.00,2.70,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
18,9,Uttar Pradesh,CSBKLCC202006018,09AABCT0024D2ZX,30.06.2020,27171.28,0,0,4891,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
18,9,Uttar Pradesh,CSBUNTRMCC062018,09AABCT0024D2ZX,30.06.2020,236.70,0,0,42.61,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
161,376,ADC,CSBKIMPS06200161,09AABCU9355J1ZS,30.06.2020,1.00,0.00,0.00,0.18,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
354,293,ATM,CSBKNFS106200354,09AABCU9355J1ZS,30-Jun-20,590.00,0.00,0.00,106.20,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
154,307,RTGS,CSBNEFT006020154,09AABCU9355J1ZS,30.06.2020,2,0,0,0.36,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
378,293,ATM,CSBKNFS106200378,09AABTM9083G2Z6,30-Jun-20,340.00,0.00,0.00,61.20,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
16,32,Kerala,CSBETJUN2020-016,09AACCE2709H1ZS,16.06.2020,730.45,0.00,0.00,131.48,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
138,376,ADC,CSBKIMPS06200138,09AAHAP0003E1Z3,30.06.2020,5.00,0.00,0.00,0.90,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
313,293,ATM,CSBKNFS106200313,09AAHAP0003E1Z3,30-Jun-20,85.00,0.00,0.00,15.30,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
103,376,ADC,CSBKUPI106200104,09AAHAP0003E1Z3,30-Jun-20,0.10,0.00,0.00,0.02,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
11,376,ADC,CSBKBBPS06200011,09AAICP7470Q1ZG,30.06.2020,76.50,0.00,0.00,13.77,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
120,376,ADC,CSBKIMPS06200120,09AAICP7470Q1ZG,30.06.2020,"4,651.50",0.00,0.00,837.27,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
258,293,ATM,CSBKNFS106200258,09AAICP7470Q1ZG,30-Jun-20,"13,170.00",0.00,0.00,"2,370.60",09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
88,376,ADC,CSBKUPI106200089,09AAICP7470Q1ZG,30-Jun-20,"18,117.96",0.00,0.00,"3,261.23",09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
31,293,ATM,101500-2006NTHE,09AAICP7470Q1ZG,30.06.2020,1658,0,0,298,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101664-1904NTHE,09AAICP7470Q1ZG,30.06.2020,44,0,0,8,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101606-1905NTHE,09AAICP7470Q1ZG,30.06.2020,243,0,0,44,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101598-1906NTHE,09AAICP7470Q1ZG,30.06.2020,178,0,0,32,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101606-1907NTHE,09AAICP7470Q1ZG,30.06.2020,217,0,0,39,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101609-1908NTHE,09AAICP7470Q1ZG,30.06.2020,847,0,0,152,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101663-1909NTHE,09AAICP7470Q1ZG,30.06.2020,1219,0,0,219,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101666-1910NTHE,09AAICP7470Q1ZG,30.06.2020,2763,0,0,497,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101681-1911NTHE,09AAICP7470Q1ZG,30.06.2020,1960,0,0,353,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101674-1912NTHE,09AAICP7470Q1ZG,30.06.2020,2273,0,0,409,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101672-2001NTHE,09AAICP7470Q1ZG,30.06.2020,2314,0,0,416,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101686-2002NTHE,09AAICP7470Q1ZG,30.06.2020,2030,0,0,366,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101705-2003NTHE,09AAICP7470Q1ZG,30.06.2020,2912,0,0,524,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
15,376,ADC,CSBKIMPS06200015,09AAMCA5082H1ZE,30.06.2020,1.25,0.00,0.00,0.23,09,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
93,376,ADC,CSBKIMPS06200093,10AAEAD5069K1ZU,30.06.2020,2.00,0.00,0.00,0.36,10,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
198,293,ATM,CSBKNFS106200198,10AAEAD5069K1ZU,30-Jun-20,55.00,0.00,0.00,9.90,10,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
71,376,ADC,CSBKUPI106200072,10AAEAD5069K1ZU,30-Jun-20,6.05,0.00,0.00,1.09,10,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
76,376,ADC,CSBKUPI106200077,14AAAAM3427C1Z8,30-Jun-20,1.00,0.00,0.00,0.18,14,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
220,293,ATM,CSBKNFS106200220,15AAAAM1725F1Z3,30-Jun-20,50.00,0.00,0.00,9.00,15,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
109,376,ADC,CSBKUPI106200110,16AAALT1090R1ZG,30-Jun-20,3.05,0.00,0.00,0.55,16,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
218,293,ATM,CSBKNFS106200218,17AAAAM8227G1ZM,30-Jun-20,10.00,0.00,0.00,1.80,17,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
74,376,ADC,CSBKUPI106200075,17AABAM4195Q1ZX,30-Jun-20,1.00,0.00,0.00,0.18,17,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
4,293,ATM,CSBKNFS106200004,18AAAAT3835H1ZF,30-Jun-20,5.00,0.00,0.00,0.90,18,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
2,376,ADC,CSBKUPI106200002,18AAIAA8534E1ZQ,30-Jun-20,6.50,0.00,0.00,1.17,18,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
212,293,ATM,CSBKNFS106200212,19AAAAT3262G2ZH,30-Jun-20,15.00,0.00,0.00,2.70,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
370,293,ATM,CSBKNFS106200370,19AAAAT7072N1ZV,30-Jun-20,35.00,0.00,0.00,6.30,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
162,376,ADC,CSBKIMPS06200162,19AAACP0165G1ZM,30.06.2020,106.75,0.00,0.00,19.22,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
355,293,ATM,CSBKNFS106200355,19AAACP0165G1ZM,30-Jun-20,"13,855.00",0.00,0.00,"2,493.90",19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
117,376,ADC,CSBKUPI106200118,19AAACP0165G1ZM,30-Jun-20,244.55,0.00,0.00,44.02,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
22,293,ATM,101491-2006NTHE,19AAACP0165G1ZM,30.06.2020,8,0,0,1,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
152,307,RTGS,CSBNEFT006020152,19AAACU5624P2ZR,30.06.2020,14.75,0,0,2.66,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101655-1904NTHE,19AAACU5624P2ZR,30.06.2020,59,0,0,11,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101597-1905NTHE,19AAACU5624P2ZR,30.06.2020,16,0,0,3,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101588-1906NTHE,19AAACU5624P2ZR,30.06.2020,11,0,0,2,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101596-1907NTHE,19AAACU5624P2ZR,30.06.2020,9,0,0,2,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101599-1908NTHE,19AAACU5624P2ZR,30.06.2020,30,0,0,6,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101653-1909NTHE,19AAACU5624P2ZR,30.06.2020,25,0,0,5,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101656-1910NTHE,19AAACU5624P2ZR,30.06.2020,92,0,0,17,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101671-1911NTHE,19AAACU5624P2ZR,30.06.2020,59,0,0,11,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101664-1912NTHE,19AAACU5624P2ZR,30.06.2020,91,0,0,16,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101662-2001NTHE,19AAACU5624P2ZR,30.06.2020,109,0,0,20,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101676-2002NTHE,19AAACU5624P2ZR,30.06.2020,108,0,0,19,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101695-2003NTHE,19AAACU5624P2ZR,30.06.2020,17,0,0,3,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
19,19,West Bengal,CSBKLCC202006019,19AABCT0024D1ZX,30.06.2020,10253.88,0,0,1846,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
19,19,West Bengal,CSBUNTRMCC062019,19AABCT0024D1ZX,30.06.2020,89.32,0,0,16.08,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
22,376,ADC,CSBKIMPS06200022,19AAGCB1323G1Z0,30.06.2020,135.25,0.00,0.00,24.35,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
1,376,ADC,CSM1RUPY06200001,19AAGCB1323G1Z0,30.06.2020,10.34,0.00,0.00,1.86,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
38,293,ATM,CSBKNFS106200038,19AAGCB1323G1Z0,30-Jun-20,"7,190.00",0.00,0.00,"1,294.20",19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
16,376,ADC,CSBKUPI106200016,19AAGCB1323G1Z0,30-Jun-20,245.40,0.00,0.00,44.17,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
30,293,ATM,101499-2006NTHE,19AAGCB1323G1Z0,30.06.2020,3274,0,0,589,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
56,293,ATM,100889-2006ATHE,19AAGCB1323G1Z0,30.06.2020,1170,0,0,211,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
23,307,RTGS,CSBNEFT006020023,19AAGCB1323G1Z0,30.06.2020,16.5,0,0,2.97,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101663-1904NTHE,19AAGCB1323G1Z0,30.06.2020,5308,0,0,955,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101131-1904ATHE,19AAGCB1323G1Z0,30.06.2020,730,0,0,131,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101605-1905NTHE,19AAGCB1323G1Z0,30.06.2020,5238,0,0,943,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,100991-1905ATHE,19AAGCB1323G1Z0,30.06.2020,1175,0,0,212,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101597-1906NTHE,19AAGCB1323G1Z0,30.06.2020,5242,0,0,943,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101010-1906ATHE,19AAGCB1323G1Z0,30.06.2020,1205,0,0,217,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101605-1907NTHE,19AAGCB1323G1Z0,30.06.2020,4757,0,0,856,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101047-1907ATHE,19AAGCB1323G1Z0,30.06.2020,1160,0,0,209,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101608-1908NTHE,19AAGCB1323G1Z0,30.06.2020,5028,0,0,905,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101025-1908ATHE,19AAGCB1323G1Z0,30.06.2020,1200,0,0,216,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101662-1909NTHE,19AAGCB1323G1Z0,30.06.2020,4525,0,0,814,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101049-1909ATHE,19AAGCB1323G1Z0,30.06.2020,1215,0,0,219,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101665-1910NTHE,19AAGCB1323G1Z0,30.06.2020,7197,0,0,1296,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101058-1910ATHE,19AAGCB1323G1Z0,30.06.2020,1390,0,0,250,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101680-1911NTHE,19AAGCB1323G1Z0,30.06.2020,6739,0,0,1213,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101058-1911ATHE,19AAGCB1323G1Z0,30.06.2020,1425,0,0,257,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101673-1912NTHE,19AAGCB1323G1Z0,30.06.2020,6804,0,0,1225,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101046-1912ATHE,19AAGCB1323G1Z0,30.06.2020,1900,0,0,342,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101671-2001NTHE,19AAGCB1323G1Z0,30.06.2020,5927,0,0,1067,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101043-2001ATHE,19AAGCB1323G1Z0,30.06.2020,1870,0,0,337,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101685-2002NTHE,19AAGCB1323G1Z0,30.06.2020,4180,0,0,752,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101042-2002ATHE,19AAGCB1323G1Z0,30.06.2020,2275,0,0,410,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101704-2003NTHE,19AAGCB1323G1Z0,30.06.2020,2120,0,0,382,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
,293,ATM,101004-2003ATHE,19AAGCB1323G1Z0,30.06.2020,1715,0,0,309,19,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
363,293,ATM,CSBKNFS106200363,20AAFAJ0416R1ZR,30-Jun-20,15.00,0.00,0.00,2.70,20,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
121,376,ADC,CSBKUPI106200122,20AAFAJ0416R1ZR,30-Jun-20,0.50,0.00,0.00,0.09,20,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
239,293,ATM,CSBKNFS106200239,21AAAAO0069N2ZN,30-Jun-20,15.00,0.00,0.00,2.70,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
113,376,ADC,CSBKIMPS06200113,21AAAJO0221H1ZW,30.06.2020,1.00,0.00,0.00,0.18,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
352,293,ATM,CSBKNFS106200352,21AAAJU0253F2ZL,30-Jun-20,15.00,0.00,0.00,2.70,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
12,21,Odisha,CSBKLCC202006012,21AABCT0024D1ZC,30.06.2020,38549.22,0,0,6939,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
12,21,Odisha,CSBUNTRMCC062012,21AABCT0024D1ZC,30.06.2020,335.81,0,0,60.45,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
10,376,ALTERNATE DELIVERY CHANNELS,0376106201000156,21AACCN4546M1ZF,10-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
11,376,ALTERNATE DELIVERY CHANNELS,0376306201000149,21AACCN4546M1ZF,30-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
12,376,ALTERNATE DELIVERY CHANNELS,0376056201000155,21AACCN4546M1ZF,05-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
13,376,ALTERNATE DELIVERY CHANNELS,0376196201000162,21AACCN4546M1ZF,19-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
14,376,ALTERNATE DELIVERY CHANNELS,0376096201000157,21AACCN4546M1ZF,09-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
15,376,ALTERNATE DELIVERY CHANNELS,0376116201000142,21AACCN4546M1ZF,11-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
16,376,ALTERNATE DELIVERY CHANNELS,0376266201000151,21AACCN4546M1ZF,26-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
17,376,ALTERNATE DELIVERY CHANNELS,0376256201000125,21AACCN4546M1ZF,25-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
18,376,ALTERNATE DELIVERY CHANNELS,0376076201000156,21AACCN4546M1ZF,07-Jun-2020,8,0,0,1.5,21,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
43,376,ADC,CSBKIMPS06200043,22AAAJC0849H1ZO,30.06.2020,1.00,0.00,0.00,0.18,22,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
148,293,ATM,CSBKNFS106200148,23AAABJ0014F1ZJ,30-Jun-20,50.00,0.00,0.00,9.00,23,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
144,293,ATM,CSBKNFS106200144,23AAAJJ0351K1ZJ,30-Jun-20,5.00,0.00,0.00,0.90,23,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
10,23,Madhya Pradesh,CSBKLCC202006010,23AABCT0024D1Z8,30.06.2020,15922.62,0,0,2866,23,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
10,23,Madhya Pradesh,CSBUNTRMCC062010,23AABCT0024D1Z8,30.06.2020,138.71,0,0,24.97,23,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
100,376,ADC,CSBKIMPS06200100,24AAAAM6398N2ZZ,30.06.2020,1.00,0.00,0.00,0.18,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
256,293,ATM,CSBKNFS106200256,24AAAAP0468N1ZE,30-Jun-20,110.00,0.00,0.00,19.80,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
252,293,ATM,CSBKNFS106200252,24AAAAP5507G1ZV,30-Jun-20,75.00,0.00,0.00,13.50,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
124,376,ADC,CSBKIMPS06200124,24AAAAR2912F1Z0,30.06.2020,1.00,0.00,0.00,0.18,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
269,293,ATM,CSBKNFS106200269,24AAAAR2912F1Z0,30-Jun-20,15.00,0.00,0.00,2.70,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
93,376,ADC,CSBKUPI106200094,24AAAAR2912F1Z0,30-Jun-20,0.50,0.00,0.00,0.09,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
106,376,ADC,CSBKUPI106200107,24AAAAS2666R1ZZ,30-Jun-20,1.00,0.00,0.00,0.18,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
139,376,ADC,CSBKIMPS06200139,24AAAAS5702J1ZO,30.06.2020,1.00,0.00,0.00,0.18,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
315,293,ATM,CSBKNFS106200315,24AAAAS5702J1ZO,30-Jun-20,30.00,0.00,0.00,5.40,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
63,376,ADC,CSBKUPI106200064,24AAAAS8659J2Z1,30-Jun-20,1.85,0.00,0.00,0.33,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
9,293,ATM,CSBKNFS106200009,24AAAAT1067D1ZY,30-Jun-20,50.00,0.00,0.00,9.00,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
47,293,ATM,CSBKNFS106200047,24AAAAT1335N2ZH,30-Jun-20,15.00,0.00,0.00,2.70,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
20,376,ADC,CSBKIMPS06200020,24AAAAT1465D1ZW,30.06.2020,1.00,0.00,0.00,0.18,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
196,293,ATM,CSBKNFS106200196,24AAAAT1475F1ZQ,30-Jun-20,45.00,0.00,0.00,8.10,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
105,376,ADC,CSBKIMPS06200105,24AAAAT2422Q1ZE,30.06.2020,2.00,0.00,0.00,0.36,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
76,376,ADC,CSBKIMPS06200076,24AAAAT2431R1ZB,30.06.2020,1.00,0.00,0.00,0.18,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
101,376,ADC,CSBKIMPS06200101,24AAAAT2500R1ZH,30.06.2020,1.00,0.00,0.00,0.18,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
79,376,ADC,CSBKUPI106200080,24AAAAT2500R1ZH,30-Jun-20,0.35,0.00,0.00,0.06,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
102,307,RTGS,CSBNEFT006020102,24AAAAT2500R1ZH,30.06.2020,0.25,0,0,0.05,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
133,376,ADC,CSBKIMPS06200133,24AAAAT2885P2ZW,30.06.2020,6.00,0.00,0.00,1.08,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
302,293,ATM,CSBKNFS106200302,24AAAAT2885P2ZW,30-Jun-20,365.00,0.00,0.00,65.70,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
98,376,ADC,CSBKUPI106200099,24AAAAT2885P2ZW,30-Jun-20,8.00,0.00,0.00,1.44,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
135,307,RTGS,CSBNEFT006020135,24AAAAT2885P2ZW,30.06.2020,0.75,0,0,0.14,24,32,INTER,B2b,,,18,9971,,,,,,32AABCT0024D1Z9,072020
